Issuer Name,Issuer location,,Issuer sector,Bond type,Bonds per type,Amount issued (USD bn.),Lastest External Review Form,Last Url Form,External  Reviewer,Latest External Review Report
SHINHAN BANK CO LTD,Korea,,Financials - Banking,Sustainability,4,0.90bn,December 2018,https://dl.luxse.com/dl?v=TM7QxQvYchxK7tNimSZVMdh8y4Dxs2jbLgRJA1ILb8lQEHnetiOWTJYEAwVtLbCTu8OS0dJOOD9R471IL9GSJLW0jBTRtrAgA+Gnn3yUMyAcTB+lrqNwq/Yw9JIUCpiZ,Sustainalytics,December 2018
"SHINHAN CAPITAL CO., LTD",Korea,,Financials - Commercial Finance,Sustainability,7,0.24bn,,,Deloitte,October 2020
SHINHAN CARD CO LTD,Korea,,Financials - Consumer Finance,Green,4,0.19bn,,,Korea Ratings,July 2024
SHINHAN CARD CO LTD,Korea,,Financials - Consumer Finance,Social,6,1.21bn,June 2019,https://dl.luxse.com/dl?v=Wr5TZ5NsqlOkxTr5P5BT56+l+5RujL2t0REUHPeKhuKffYmMCFIvFxDn7syrmgjItEFVZF6SAxUiD0WAhTpnmugyraLhw8D6xhQ+VywgD1wjGg2OGHkffDzko73W2cqG,EY,August 2019
SHINHAN FINANCIAL GROUP CO LTD,Korea,,Financials - Banking,Social,4,1.00bn,June 2019,https://dl.luxse.com/dl?v=swgzWSk1rxQx1aI431dd1SXWv2ZanDG5qVEUXN6scfDzCfNxNLd3L2pkpoXMhPoXJCegk8dcbl2zSs3bvLy7WAQgT74Clp52rptK5PUhJrpDHVh2oXEtPsqDbUzOVDoJ,Deloitte,March 2021
SHINHAN FINANCIAL GROUP CO LTD,Korea,,Financials - Banking,Sustainability,4,1.00bn,June 2019,https://dl.luxse.com/dl?v=NwuZoi4l+NzwgGfyO6Iy+8Zwnl7LDSuHZqvwbIS2DKCThxnelURPD4Qdegpl0cjlA7ruREQ57ex4LmdyIllFlX4UNeA8k9FIdbwDijKeGdGKVMxMiNysFn2Mx9GIxiqm,Deloitte,March 2021
SHINSEGAE INC,Korea,,Corporate - Consumer Discretionary,Green,1,0.05bn,,,NICE,October 2021
SHISEIDO COMPANY LIMITED,Japan,,Corporate - Consumer Staples,Sustainability Linked Bonds,1,0.14bn,,,Japan Credit Rating Agency,November 2022
SHIZUOKA PREFECTURE,Japan,,SSA - Quasi-sovereigns,Green,3,0.17bn,August 2022,https://dl.luxse.com/dl?v=xzdH9eX4yv5pWXwfsHyXSiY8TgBm6HjbaU1WM+1CTxNQ8/S0174L6+J4jwn+5C8q7M8ri7K8unhm4So5vCfS3Qeph0bQJ9+ZkvaBkUOl73gYO5lZKZYrGsRVVySsmCLV,R&I,August 2022
SHOKO CHUKIN BANK LTD/THE,Japan,,Financials - Banking,Sustainability,1,0.07bn,,,Japan Credit Rating Agency,February 2023
SHRIRAM TRANSPORT FINANCE CO LTD,India,,Financials - Commercial Finance,Social,7,1.88bn,December 2022,https://dl.luxse.com/dl?v=ZSq2wVe5if6iQFvG5yuiGwfypRAfNZBCQ+RIb5C7LFlhEEnZ49Gg5ClFGI9Q1gzIDEW4WgKa1WqTC+KCDSvf6HCQTzndyLdHrFtQGevaH0DNl9FZS6AyP6LTloWvAWMB,S&P,December 2023
SHUI ON DEVELOPMENT HOLDING LTD,Cayman Islands,,Financials - Real estate,Sustainability Linked Bonds,1,0.40bn,June 2021,https://dl.luxse.com/dl?v=iVJ8MGdhydonDCYENfld5FiANHHaybq4BoaGR+GKQoLk2xxBpILcr9j5XSKkNbrsUM8KwPkXhbaoynt+aiqBlfoYYRKOh9UCDnj7AgIhV11CV6R/+6N7nVEfiEw6YiBK,Sustainalytics,June 2021
SHUIFA INTERNATIONAL HOLDINGS BVI CO LTD,China (mainland),,Corporate - Industrials,Green,1,0.18bn,,,,
SICHUAN PROVINCE AIRPORT GROUP CO LTD,China (mainland),,Corporate - Industrials,Sustainability Linked Bonds,1,0.14bn,,,Other,January 2024
SIC-SOCIEDADE INDEPENDENTE DE COMUNICACAO SA,Portugal,,Corporate - Communications,Sustainability Linked Bonds,1,0.05bn,,,KPMG,June 2024
SIEMENS ENERGY FINANCE B.V.,Netherlands,,Corporate - Industrials,Green,2,1.63bn,January 2023,https://dl.luxse.com/dl?v=GIsPPtX3jktfKEpGIs4oZ4qA1wLZNDBaJ0ZUd1/N1w6ZWCGEWkAh0LxWvgRPHJKONnis1szZ3LneVutiKBN/gGxPVkF8B8GI78b9IJKdvQUrxjwFEPeB9KvkYxNELDcD,Sustainalytics,January 2023
SIGNA DEVELOPMENT FINANCE S.C.S.,Luxembourg,,Financials - Real estate,Green,2,0.35bn,April 2021,https://dl.luxse.com/dl?v=uHNdQ2dRDfhStJNzhFx9qMaCNW37aj+QeId/VsoUzJlebL500ZqR+X/a5EQ+L9yCOyK2g15UeKnMAwL34AEV/RTWLRhX9oXP5g9/OznWLMNrj0K+7mrgvD9B3yGJVyd5,Sustainalytics,April 2021
SIME DARBY PROPERTY BHD,Malaysia,,Financials - Real estate,Sustainability,1,0.04bn,,,Malaysian Rating Corporation,October 2020
SIMPAR EUROPE SA,Brazil,,Corporate - Industrials,Sustainability Linked Bonds,2,0.63bn,,,ISS ESG,January 2021
SIMPAR FINANCE S.A.R.L,Brazil,,Financials - Financial services,Sustainability Linked Bonds,2,0.08bn,,,ISS ESG,January 2021
SINAR KAMIRI SDN BHD,Malaysia,,Corporate - Utilities,Green,11,0.04bn,November 2017,https://dl.luxse.com/dl?v=t3lFM2vzmPrvp6JvOfwhxPpX64aChhFEklF4IiDW+yYtZkY6S8MqxPQF2IcpnNTMUHSxyfiunGkErjDxlMHcVOWRpd5BclcP1g3OpkvaGl24/FupHnGT0qD/IOzjOSjy,RAM,November 2017
SINBO SECURITIZATION SPECIALTY CO LTD,Korea,,Financials - Financial services,Green,10,0.26bn,,,NICE,October 2024
SINBO SECURITIZATION SPECIALTY CO LTD,Korea,,Financials - Financial services,Social,135,8.47bn,November 2022,https://dl.luxse.com/dl?v=tK8i8UMDJYsQcsHgX81UkmHMZYq75uyz+sD6aiA8WIc0cC8O3X1niYfZq6gtT7+c/IxUnwsQZ3btyw5ioSgx4rBm+MSGEvBOe/LHrr/ytIqfM/AdWhPyxbHWVbjpPNwH,Korea Ratings,November 2024
SINDICATUM RENEWABLE ENERGY CO PTE LTD,Singapore,,Corporate - Energy,Green,1,0.02bn,November 2017,https://dl.luxse.com/dl?v=4OhDeCWN7LceRa2BlBFk8XykPzi83HJmZCPz4MctOIdt/w8JbUfoBB8PURBPepgpniK/MCS6Ux8uhX8UTMEJQO7BPZOE0AU5NXfsGbH+DTc3kXR+o9eMFNF1eRB2QiZH,Sustainalytics,November 2017
SINGAPORE GOVERNMENT BOND,Singapore,,SSA - Sovereigns,Green,2,6.71bn,May 2022,https://dl.luxse.com/dl?v=z4e/crRqSbQ1FurT5EFhFNchTscEQXqQaQVnBCztDOVZ2BM1lgBVRBa2YTHIJOUPo9J/f401TZxI+68GAP9sre4w22cPQT+RyyWFeWEYJ5LbqHLWR41z9lNTwd8SXSle,Sustainalytics,May 2022
SINGTEL GROUP TREASURY PTE LTD,Singapore,,Corporate - Communications,Sustainability Linked Bonds,1,0.10bn,October 2021,https://dl.luxse.com/dl?v=+TvfxxLSeV2DB91cUnKGkv23zLgCbK7NAntSek9hQmOjwj58eBO2EYHw3b4X1eRL5sx3Y0CqkDGv7lKJqtfyVERF2ubF0fCyFXAQcM9lXsHAORIzNThwLh2P6ub/HMLq,Sustainalytics,October 2021
SINOHYDRO BUREAU 11 CO LTD,China (mainland),,Corporate - Industrials,Sustainability Linked Bonds,3,0.18bn,,,China Chengxin (CCX),September 2024
SINO-OCEAN LAND TREASURE IV LTD,Virgin Islands,,Financials - Real estate,Green,2,0.60bn,February 2021,https://dl.luxse.com/dl?v=vOw52vxy8eLvFBSKssijeihVdEHa3QMcgnrxhCYxbl6djobFCq7IXYvVFlHWb3a2WFra4IRmpHej18G0dP6SskLoKvBNohyM+7XudgAs5ddLHei12Rg0dn4KtsWXl82Y,Sustainalytics,February 2021
SION SA,Argentina,,Corporate - Communications,Social,1,0.00bn,,,,
SK BATTERY AMERICA INC,United States,,Corporate - Energy,Green,3,1.70bn,,,Cicero,April 2022
SK BROADBAND CO LTD,Korea,,Corporate - Communications,Green,1,0.04bn,January 2022,https://dl.luxse.com/dl?v=590hN1Zq8sFt7kA5SewYqfe0DPwZSidxtp+zSa1GwSxnE4NNaCAlKRdQ0fDDhr7tXGeU5RX3b4hcRsXbALnrb19/VtjpvMWHx2iqUvrGoY7UvrWWfA+ufxKnE9Zt+AZK,Moody's,January 2022
SK ENERGY CO LTD,Korea,,Corporate - Energy,Green,2,0.16bn,,,KPMG,September 2019
SK ENGINEERING & CONSTRUCTION CO LTD,Korea,,Corporate - Industrials,Green,1,0.08bn,,,Korea Ratings,February 2022
SK GLOBAL CHEMICAL CO LTD,Korea,,Corporate - Materials,Green,3,0.23bn,,,NICE,July 2024
SK HOLDINGS CO LTD,Korea,,Corporate - Energy,Green,3,0.23bn,,,Deloitte,February 2021
SK HYNIX INC.,Korea,,Corporate - Technology,Green,4,1.75bn,,,V.E,January 2021
SK HYNIX INC.,Korea,,Corporate - Technology,Social,2,0.39bn,March 2021,https://dl.luxse.com/dl?v=MLzKJAy4QiRap93qGmfy2BZfnisx8R5N06AV386Lu6SSrWRgkM3Ky8SAIID1oNdUqsmmuWmwiDHOqi2sTzumqv+eXwujA1ht0DEYXH1nZonqAQPs36KdlYclopB4Vu+a,Moody's,March 2021
SK HYNIX INC.,Korea,,Corporate - Technology,Sustainability Linked Bonds,2,1.00bn,December 2022,https://dl.luxse.com/dl?v=AtHIB5ZOf4CHR2f5kTizNh+tN8x4pgiyCvE8pZGwPuUrXQufRjbtjYSExgtrWjck67Vp5nK69MO8kCFaepr1GKkI77XkNPt1AGl0A1cpgr21Nrq9LMX152UEEinU/c2h,Moody's,January 2023
SK ON CO LTD,Korea,,Corporate - Consumer Discretionary,Green,5,1.27bn,,,Korea Ratings,February 2024
SK RENT A CAR CO LTD,Korea,,Corporate - Consumer Discretionary,Green,1,0.09bn,,,Moody's,January 2021
SK SILTRON CO LTD,Korea,,Corporate - Technology,Green,1,0.03bn,January 2022,https://dl.luxse.com/dl?v=pRsRf5KU4UuyTFWcZYHKezyS9sj2oqlEjr5XjfuoNsJryujOrWW+zKuUktc+TldIvNHzTzLS52C2e2O2jZDi1JX3ECizOZil8Rr+iiwmEJ5BDPjG0CJqCF+Dorhz3kUV,Moody's,January 2022
SK TELECOM CO LTD,Korea,,Corporate - Communications,Sustainability,1,0.07bn,July 2022,https://dl.luxse.com/dl?v=w0Jio+RFAH4JOjuOCiYWa7V7UiwsxDNZocqF2i9Ilc4Owqfntb8U/+Mb9GhQGBMWEMrqx3smwe3Q3DJptWxvEa1gjamrATqs1xaRL6m76dab2du16myqKTlZHgp0roPt,Moody's,July 2022
SKANDIABANKEN AB,Sweden,,Financials - Banking,Green,2,0.10bn,November 2023,https://dl.luxse.com/dl?v=syLZs+I9y44Sf86/zJX2U6d1bnHJUobH3+yI8TydrLa7TzSC3k5syyHfqnZPS/h9KoF+ANRCEg6pTfRJ1xWvJ5bs5ycdBALdft4CvGDE3HjNX7/hbrOj9wAaNIbQl+vM,Sustainalytics,November 2023
SKANDINAVISKA ENSKILDA BANKEN,Sweden,,Financials - Banking,Green,5,4.28bn,,,Cicero,January 2022
SKANSKA FINANCIAL SERVICES AB,Sweden,,Corporate - Industrials,Green,5,0.54bn,,,S&P,November 2023
SKUE SPAREBANK,Norway,,Financials - Banking,Green,1,0.04bn,,,Cicero,August 2022
SKYGREEN BUILDINGS KFT,Hungary,,Financials - Real estate,Green,1,0.11bn,November 2020,https://dl.luxse.com/dl?v=zLintf1HnP6a6YyJGTBr8D8eC9s5PuJFxKhrR/7aP2eHoNpM1X27RxoeXIhgoCsK6vIbpgE2VGFke3DHAcO+tbETvQwv9ifaY8AvY5LidAgn8JNDlV53yd+gob6on+mJ,Sustainalytics,November 2020
SLG OFFICE TRUST 2021-OVA,United States,,Financials - Specialty finance,Green,8,3.00bn,May 2021,https://dl.luxse.com/dl?v=rVz0cGhfHF9rkSiKDREtUAuV878GAHo+yxEn2/kqyh80Vsj3dk6GbBYv+iMfk9KE3GdE9KY+U2obP5T0oGK51PEsnGVkxLMlph0kiok45o543p8f0muqsuO6edMUBQYE,Sustainalytics,May 2021
SLOVENIA (REPUBLIC OF) - MINISTRY OF FINANCE,Slovenia,,SSA - Sovereigns,Social,2,0.35bn,January 2023,https://dl.luxse.com/dl?v=stFRhbkZGa06vMFpHA/vS42oNLJaJU02G2seLn6FiTEWEw0tq+GWMudO5IIsSRWTS8z3XklDvNyPIuAYQ8HFUvvmUU20RnlXi+eHT3/J1wj0jBk+sVitSiKpazrFIrtk,Sustainalytics,January 2023
SLOVENIA (REPUBLIC OF) - MINISTRY OF FINANCE,Slovenia,,SSA - Sovereigns,Sustainability,2,2.80bn,January 2023,https://dl.luxse.com/dl?v=eyPgRsg90hdHXn8LMr6tG441OREw2Yn+/+b/WLpZ1isg/uujiI5/Wv0xdTRROqHJopKIe9zApKKCB9/m9cVFtoaeQdEfDnIfpJJr3ra6TH++XOKRpIPlhibCk1GcIfNY,Sustainalytics,January 2023
SLOVENSKA SPORITEL'NA A.S.,Slovakia,,Financials - Banking,Green,8,1.16bn,,,ISS ESG,May 2021
SMAAKRAFT AS,Norway,,Corporate - Utilities,Green,3,0.19bn,,,Cicero,August 2018
SMURFIT KAPPA TREASURY ULC,Ireland,,Corporate - Materials,Green,12,5.20bn,,,ISS ESG,March 2024
SMURFIT WESTROCK FINANCING DAC,Ireland,,Corporate - Materials,Green,2,0.85bn,,,ISS ESG,November 2024
SNAM SPA,Italy,,Corporate - Utilities,Green,4,2.12bn,,,ISS ESG,February 2024
SNAM SPA,Italy,,Corporate - Utilities,Sustainability Linked Bonds,5,4.33bn,,,ISS ESG,February 2024
SNB FUNDING LTD,Cayman Islands,,Financials - Financial services,Green,1,0.06bn,,,S&P,December 2021
SNB FUNDING LTD,Cayman Islands,,Financials - Financial services,Social,5,0.06bn,,,S&P,December 2021
SNB FUNDING LTD,Cayman Islands,,Financials - Financial services,Sustainability,1,0.03bn,,,S&P,December 2021
SNB SUKUK LTD,Cayman Islands,,Financials - Banking,Sustainability,2,1.60bn,,,S&P,December 2021
SNCF RESEAU,France,,Corporate - Industrials,Green,6,6.41bn,,,ISS ESG,July 2019
SOCIEDAD DE TRANSMISION AUSTRAL SA,Chile,,Corporate - Utilities,Green,2,0.39bn,,,,
SOCIEDAD QUIMICA Y MINERA DE CHILE S.A.,Chile,,Corporate - Materials,Green,4,1.45bn,,,ISS ESG,September 2021
SOCIEDADE BIOELÉTRICA DO MONDEGO,Portugal,,Corporate - Industrials,Green,1,0.06bn,February 2019,https://dl.luxse.com/dl?v=LuEZND+LjLYYyQ46ExxHYNKMyEerm6ZislWlHkPQk6HY5M4an3Yy2ozmC4v8K5NNuitdPs0QXbYW4iqXC5LHppuwuGCAjKFoP74VZ6ymyagEHXCwNnOssrBMsF86v34T,Sustainalytics,February 2019
SOCIETE DU GRAND PARIS EPIC,France,,SSA - Agencies,Green,22,32.13bn,March 2021,https://dl.luxse.com/dl?v=YJJlVIMqCB8H0YGnnrzBmDhapWTO6ptLx292N1iD/hKQDmCcmSETeHfNOEuv0eFFrmFaTiNuozPfiOwqV752x+Wc/8IhkCdp/C1gYcb4KSrxkdKDKJlaxSkmSd3IFO04,Fitch Ratings,December 2023
SOCIETE FONCIERE LYONNAISE,France,,Financials - Real estate,Green,3,1.94bn,,,V.E,December 2021
SOCIETE GENERALE,France,,Financials - Banking,Green,22,4.65bn,,,ISS ESG,November 2021
SOCIETE GENERALE,France,,Financials - Banking,Social,13,3.91bn,,,ISS ESG,November 2021
SOCIETE GENERALE,France,,Financials - Banking,Sustainability,14,0.89bn,,,ISS ESG,November 2021
SOCIETE GENERALE SA/TAIPEI,France,,Financials - Banking,Green,7,0.18bn,,,,
SOCIETE GENERALE SFH,France,,Financials - Consumer Finance,Green,3,3.91bn,,,ISS ESG,November 2021
SOCIETE GENERALE SFH,France,,Financials - Consumer Finance,Sustainability,1,0.80bn,,,ISS ESG,November 2021
SOCIETE NATIONALE SNCF,France,,SSA - Agencies,Green,24,7.65bn,,,ISS ESG,December 2023
SOCIETE WALLONNE DES EAUX SCRL,Belgium,,Corporate - Utilities,Green,1,0.01bn,,,V.E,June 2019
SOFTBANK CORPORATION,Japan,,Corporate - Communications,Sustainability,2,0.26bn,,,Japan Credit Rating Agency,November 2021
SOGN OG FJORDANE ENERGI AS,Norway,,Corporate - Utilities,Green,5,0.15bn,May 2018,https://dl.luxse.com/dl?v=OinfS2KykF0MbewVCbpdaEZ8+HIjfUMHGKSWRCTG5euN48E5LWKzO6v02r3dtlDRBSr7sRtX9X6ran4cMO21Y2iI0YYqUjtFet2TJdso7GcGvNAsb5pz+edLDRdO93ZE,Cicero,May 2021
S-OIL CORPORATION,Korea,,Corporate - Energy,Green,1,0.05bn,,,NICE,February 2022
SOLAR APPLIED MATERIALS TECHNOLOGY CORP,Taiwan,,Corporate - Materials,Green,2,0.03bn,,,PwC,July 2022
SOLAR MANAGEMENT SEREMBAN SDN BHD,Malaysia,,Corporate - Energy,Green,14,0.05bn,,,,
SOLAR UNITED NETWORK PTE LTD,Singapore,,Corporate - Utilities,Green,1,0.07bn,,,Moody's,July 2022
SOLAR21 TECNOLOGIA E ENERGIA SOLAR LTDA,Brazil,,Corporate - Energy,Green,1,0.00bn,May 2022,https://dl.luxse.com/dl?v=9R3c02wMVap8kxKDrd2u8WRkbtKDx5FeONlNPlSFiJopUdM6BrRySdw/EVMxEg18yME+IqHe7k3q59IhKXneDvrCNkx6riwlSduX2Ntm88WuAju/DYAxxUjU4jQ+k3kG,Sitawi,May 2022
SOLARIS MIDSTREAM HOLDINGS LLC,United States,,Corporate - Energy,Sustainability Linked Bonds,2,0.40bn,,,ISS ESG,March 2021
SOLARPACK SURIA SUNGAI PETANI SDN BHD,Malaysia,,Corporate - Energy,Green,36,0.06bn,February 2023,https://dl.luxse.com/dl?v=ypDwtdFHQKw2K+dKQJEQa2geQc6POMWVXqp+KffLFoUn05t4LS+vh3LxN3Lvxu30FCIlM02SyAySNeya/nDt3vBPbPSuA8oUw5BEmMPaVKx72orgsQBHf1Chu4rPzV/V,RAM,February 2023
SOLARVEST HOLDINGS BHD,Malaysia,,Corporate - Energy,Sustainability,1,0.01bn,,,Malaysian Rating Corporation,June 2023
SOLFACIL SECURITIZADORA DE CREDITOS FINANCE,Brazil,,Financials - Financial services,Green,1,0.00bn,August 2021,https://dl.luxse.com/dl?v=KMBJep8KHrRydJpJOI9lbMwiQ8DvFsrBMiDAKeCiVcYtxdorLak2vJ3jgyprmwXO1KI1xj+sJrT78z7ane5P1lDsq0idlDLNyc7iTViMsZmutY2EKaXm4s4c7cHilpyn,Sitawi,August 2021
SOLIS,Italy,,Corporate - Energy,Green,1,0.01bn,,,Other,June 2018
SOLO SOLE,Italy,,Corporate - Energy,Green,1,0.01bn,,,Other,March 2019
SOMPO HOLDINGS INC,Japan,,Financials - Insurance,Social,1,0.52bn,,,Japan Credit Rating Agency,March 2023
SONAE SIERRA,Portugal,,Financials - Real estate,Sustainability Linked Bonds,1,0.06bn,,,KPMG,January 2022
SONOCO PRODUCTS CO,United States,,Corporate - Materials,Green,2,0.80bn,,,ISS ESG,January 2022
"SONY BANK, INC",Japan,,Financials - Banking,Green,2,0.20bn,April 2022,https://dl.luxse.com/dl?v=945o52LAqCjx1wzy7cWxCNL2oREBrhN3kkyPzotCq/gu3kBslxLTrBd0PmeI+wvu8pCb+5LdvWDrn2Zln3/oNsTMwR4FFrNlOQmDcb0nQz/92LdejWjPF42hwFYHp1tZ,R&I,October 2024
"SONY BANK, INC",Japan,,Financials - Banking,Sustainability Linked Bonds,1,0.13bn,,,Japan Credit Rating Agency,November 2023
SORIK MARAPI GEOTHERMAL POWER PT,Indonesia,,Corporate - Utilities,Green,2,0.35bn,,,DNV GL,June 2024
SOSILA LOGISTICS REIT INC,Japan,,Financials - Real estate,Green,2,0.03bn,,,Japan Credit Rating Agency,November 2019
SOTETSU HOLDINGS INC,Japan,,Corporate - Consumer Discretionary,Green,1,0.11bn,May 2022,https://dl.luxse.com/dl?v=PJ2gKmUyRfmfqFOdr/y3LL1aVYb8XooUFmWx2fpcxnVxAzePkcdK8TLbRCViWoVdVp0Q9SW2JtdZS+lkDrAEAf10ihdFc5gce6zNqZ3jwSaJ7A2wm4lId5XFDqjfNmiJ,R&I,May 2022
SOUTH AUSTRALIAN GOVERNMENT FINANCING AUTHORITIES,Australia,,SSA - Quasi-sovereigns,Sustainability,12,21.06bn,November 2023,https://dl.luxse.com/dl?v=wis3gRYxVSQA6WGMrf1EZo6RZyygwWzgYfEtzGq4ZLuq2Mex3uSyN8N8qGMUCZEIsXrvp0tc5lV40qFb5tDdPTpJiJqm1loiEKXQLoJC3KtObsAYF6CsTuXL58VEJuJE,Sustainalytics,November 2023
SOUTH CENTRAL CONNECTICUT REGIONAL WATER AUTHORITY,United States,,Corporate - Utilities,Green,2,0.01bn,June 2019,https://dl.luxse.com/dl?v=zMgOAt5GWUG4VNG+I8Jvcv7CptcudPLaEPqVGxPpJnYBwtgmuNl97ePmFMgo2odICmWoJPCFnIla2eFAAcaJAHdqL8DtX1G4B6iBLiYf+vAY6HcMcJ8Y7xX4rvCHLc5x,Sustainalytics,June 2019
SOUTH COAST BRITISH COLUMBIA TRANSPORTATION AUTHORITY,Canada,,SSA - Quasi-sovereigns,Green,4,1.11bn,October 2018,https://dl.luxse.com/dl?v=zLintf1HnP6a6YyJGTBr8EZl83qHlp1dc1cKmIVZmIZTJHFewAyi2mJjqVe5UdPMcUDSYlY+22smaHlEacr50UlyxP9jkLHT7N7UKJlnzBgf3VmjrSllMVXvgkAipTkI,KPMG,November 2019
SOUTH EASTERN POWER NETWORKS PLC,United Kingdom,,Corporate - Utilities,Green,1,0.41bn,,,DNV GL,July 2021
SOUTH WEST WATER FINANCE PLC,United Kingdom,,Corporate - Utilities,Green,2,0.83bn,,,DNV GL,July 2024
SOUTHERN CALIFORNIA EDISON CO,United States,,Corporate - Utilities,Sustainability,4,2.10bn,,,V.E,June 2021
SOUTHERN CALIFORNIA GAS COMPANY,United States,,Corporate - Utilities,Green,1,0.60bn,,,V.E,August 2021
SOUTHERN HOUSING GROUP LTD,United Kingdom,,Financials - Real estate,Sustainability,2,0.74bn,,,DNV GL,May 2024
SOUTHERN POWER CO,United States,,Corporate - Utilities,Green,3,1.46bn,December 2020,https://dl.luxse.com/dl?v=k7oyAJpd1mQHdXpsjpc9q/7VEAI5WLpxzw0eE7lUmV5d5mXTrFSd8ZGxBe7Ec07ZsVcW+ddR4xkYRSWwZwN+d/pyoILM6wlpoMFQLz/VuuqVsDjEBHQ/tlAtkZhjtclF,Sustainalytics,December 2020
SOUTHERN WATER SERVICES FINANCE LTD,Cayman Islands,,Corporate - Utilities,Sustainability,3,1.43bn,March 2021,https://dl.luxse.com/dl?v=gyYfFOMqUPOpfeELyptaJn6SzLTqi4IZneXpiMCU7l9Di/UrEugbs56+9QfbR4/xG1tfBVpFfIW9B6fCwNLiwMWtxfD8e0Ljm2URIHjc7fZ0qTVX7APF8TmGI+0heK9+,DNV GL,May 2020
SOUTHWESTERN ELECTRIC POWER CO,United States,,Corporate - Utilities,Green,1,0.65bn,July 2021,https://dl.luxse.com/dl?v=kFbUu+tSfs6OGlHXa05SXCMhSnZQyTbhTOqGRijkcdo8eizRyxb1RsRULVm0oAMlDSa0+2MzerrEQk5r8Db1qfjfIQRQJlPO7gBE9lrfnufmOw0OfbMYOg9CVDkyzqAb,Sustainalytics,July 2021
SOUTHWESTERN PUBLIC SERVICE CO,United States,,Corporate - Utilities,Green,3,1.10bn,,,S&P,November 2021
SOVEREIGN HOUSING CAPITAL PLC,United Kingdom,,Financials - Real estate,Sustainability,1,0.51bn,November 2023,https://dl.luxse.com/dl?v=uaalECpmjMxFFv2X2OyQBSl6mKAXROkCTQ1M3N5Lub+xSaALfvndOmy0YEKdd4wKOK+kM6d9TMUGL7NprFIc0Xe/86QvhdjLj3dFpx48g8nz4P7MwZGlJ9/2hCwHIyrl,Sustainalytics,November 2023
SOWITEC GROUP GMBH,Germany,,Corporate - Energy,Green,1,0.01bn,,,Imug,February 2023
SPAIN (THE KINGDOM OF),Spain,,SSA - Sovereigns,Green,1,11.45bn,,,V.E,July 2021
SPAR NORD BANKAKTIESELSKAB,Denmark,,Financials - Banking,Green,1,0.28bn,,,Sustainalytics,March 2024
SPARBANKEN ALINGSAS AB,Sweden,,Financials - Banking,Green,2,0.09bn,,,ISS ESG,December 2023
SPARBANKEN LIDKOPING AB,Sweden,,Financials - Banking,Green,1,0.03bn,,,Sustainalytics,May 2024
SPARBANKEN REKARNE AB,Sweden,,Financials - Banking,Green,1,0.04bn,,,Cicero,June 2023
SPARBANKEN SJUHARAD AB,Sweden,,Financials - Banking,Green,2,0.07bn,,,Cicero,February 2022
SPARBANKEN SKANE AB,Sweden,,Financials - Banking,Green,7,0.78bn,,,Cicero,September 2022
SPARBANKEN SKARABORG AB,Sweden,,Financials - Banking,Green,1,0.05bn,,,Cicero,September 2022
SPARBANKEN VASTRA MALARDALEN,Sweden,,Financials - Banking,Green,1,0.03bn,,,Cicero,October 2021
SPAREBANK 1 BOLIGKREDITT AS,Norway,,Financials - Banking,Green,3,2.89bn,September 2019,https://dl.luxse.com/dl?v=gUAFBlSeKkTvJVv378j31JD0L9UAH/epoIkgv5eEE407/G0+r+j+bpaTAHO664DKgwae1A/iU8M/tqITd9xg+FYSnKBnlPoRM3PfP1zr03ki+XN9kDblgAOgpk/vM6m1,Sustainalytics,September 2019
SPAREBANK 1 HALLINGDAL VALDRES,Norway,,Financials - Consumer Finance,Green,1,0.03bn,,,Cicero,August 2020
SPAREBANK 1 HELGELAND,Norway,,Financials - Banking,Green,2,0.11bn,July 2021,https://dl.luxse.com/dl?v=MLzKJAy4QiRap93qGmfy2OG0BV2Pn/x1FkHPGZPazmpGBaz0ANEXc0cEPI4w7zgyuhj3ekX5yYipQx8gzPztB9zdw8Jnztk0l+pYmgsxffXK93wmNWSo/Z9FtCmseqHV,Sustainalytics,July 2021
SPAREBANK 1 NORDMOERE,Norway,,Financials - Banking,Green,2,0.09bn,,,Cicero,November 2021
SPAREBANK 1 NORD-NORGE,Norway,,Financials - Banking,Green,8,0.78bn,,,ISS ESG,January 2024
SPAREBANK 1 OSTFOLD AKERSHUS,Norway,,Financials - Banking,Green,2,0.05bn,,,Cicero,May 2022
SPAREBANK 1 ØSTLANDET,Norway,,Financials - Banking,Green,7,1.98bn,,,ISS ESG,February 2024
SPAREBANK 1 RINGERIKE HADELAND,Norway,,Financials - Banking,Green,2,0.08bn,,,Cicero,January 2021
SPAREBANK 1 SMN,Norway,,Financials - Banking,Green,11,2.42bn,August 2020,https://dl.luxse.com/dl?v=xAAQ7UrNRdOKkxisD9+2M6a4G4CKBH1QE/OZWh2MKvgWNn8LLRgE4dkZV459o4jnd+iduvFk1wLKu2XHHhnEUXM0rN13E3pCRBAhnn2AzQJlZAuHuN/FUnTuDiveRDHn,Sustainalytics,August 2020
SPAREBANK 1 SØR-NORGE ASA,Norway,,Financials - Banking,Green,5,3.31bn,August 2023,https://dl.luxse.com/dl?v=m1tzYFpRw7odkCE5JMGBx3CiKVqZaLsQXxLDLz10w3n+BjtnN013NfER2xm3mweNSwckDNMRo10Pa7khWfjXYUzuza39Qwi41rxW3lUyQFC6N4Rqj0HZArSInWxc56hF,Sustainalytics,August 2023
